timestamp,symbol,side,qty,price,pnl,trade_type,duration
2025-10-17 23:11:19.939281,ETH/USD,SELL,3.368253005,3843.8635,0,exit,
2025-10-17 23:11:20.824330,SOL/USD,SELL,34.792599502,182.915,0,exit,
2025-10-17 23:11:21.679844,XRP/USD,SELL,5606.667915481,2.305595,0,exit,
2025-10-17 23:11:22.517282,AVAX/USD,SELL,405.793040941,19.9786,0,exit,
2025-10-17 23:11:23.389442,DOT/USD,SELL,2823.256317912,2.898365,0,exit,
2025-10-17 23:11:24.271601,LINK/USD,SELL,746.049680361,16.5999,0,exit,
2025-10-17 23:11:25.154984,UNI/USD,SELL,1357.689560261,6.169285,0,exit,
2025-10-17 23:11:26.010063,AAVE/USD,SELL,16.081948863,206.422,0,exit,
2025-10-17 23:11:26.942804,LTC/USD,SELL,140.273250928,90.31965,0,exit,
2025-10-17 23:31:40.680831,BTC/USD,SELL,0.081326686,106675.642,0,exit,
2025-10-17 23:31:41.551180,SOL/USD,BUY,49.343458,182.395,0,entry,
2025-10-17 23:31:42.473538,AVAX/USD,BUY,676.6696825,19.95065,0,entry,
2025-10-17 23:31:44.113461,AAVE/USD,BUY,43.6215585,206.32,0,entry,
2025-10-17 23:41:49.614988,AVAX/USD,SELL,675.316343135,19.9585,5.311857007625843,exit,0.16865040277777776
2025-10-17 23:41:51.288797,LTC/USD,BUY,99.829181,90.154,0,entry,
2025-10-17 23:51:57.481042,SOL/USD,SELL,49.244771084,182.125,-13.322733660000504,exit,0.337758295
2025-10-17 23:51:58.000266,XRP/USD,BUY,5882.32731,2.29501,0,entry,
2025-10-17 23:52:00.367416,AAVE/USD,SELL,43.534315383,206.17,-6.543233775000248,exit,0.3378483208333333
2025-10-17 23:54:22.854098,XRP/USD,SELL,5870.56265538,2.294,0,exit,
2025-10-17 23:54:25.747593,AAVE/USD,BUY,43.67236,206.08,0,entry,
2025-10-17 23:54:26.456116,LTC/USD,SELL,99.629522638,90.129,0,exit,
2025-10-17 23:58:11.219030,AAVE/USD,SELL,43.58501528,206.75,0,exit,
2025-10-18 00:08:17.610438,AAVE/USD,BUY,43.721156,205.85,0,entry,
2025-10-18 15:00:55.579279,BTC/USD,BUY,0.016813,107060.65,0,entry,
2025-10-18 15:00:56.452474,ETH/USD,BUY,0.4644285,3875.73,0,entry,
2025-10-18 15:00:57.051729,SOL/USD,BUY,9.68914,185.775,0,entry,
2025-10-18 15:00:58.117398,AVAX/USD,BUY,448.8218425,20.0525,0,entry,
