feature,importance
hl_ratio,0.3014648193843311
bb_width,0.17841484770397623
atr_14,0.15960284320220985
volume_sma,0.09960248376583708
price_vs_sma20,0.05669135296499183
price_change_5d,0.04299334857592375
sma_ratio,0.04117354014566401
volume_ratio,0.035429784274740354
price_change_1d,0.030886957906236655
macd,0.02476121396470168
rsi_14,0.014938176851998022
close_position,0.01404063125938937
news_sentiment,0.0
news_volume,0.0
news_momentum,0.0
